img,differences,change
train_264.png,"[0.0016177764628082514, 0.0001421761407982558, 0.0001915297470986843, 0.002770527033135295, 0.006515797693282366, 0.00025664508575573564, 0.000744687975384295, 0.00023135561787057668, 0.008789079263806343, 1.9677294403663836e-05, 0.0001431741111446172, 0.00039137143176048994, 0.0028640504460781813, 0.00385929923504591, 9.92590794339776e-05, 0.00019290402997285128, 0.0028375890105962753, 0.00011499640095280483, 0.00013346815831027925, 0.012363826856017113, 0.028204655274748802, 2.5222085241694003e-05, 4.601804539561272e-05, 6.76130730425939e-05, 0.0038042422384023666, 0.0008381851948797703, 0.0008804767858237028, 0.000435933587141335, 0.000395104696508497, 0.0020415359176695347, 0.004223117604851723, 0.06891679763793945]",0
train_265.png,"[0.0013364743208512664, 0.0008967844769358635, 0.0028500191401690245, 0.01207831222563982, 0.01005585677921772, 0.0014407685957849026, 0.002131434390321374, 0.0001742259628372267, 0.022407762706279755, 0.0003678336215671152, 0.0008988119661808014, 0.0003359805268701166, 0.012541178613901138, 0.0168368611484766, 0.000442532473243773, 0.00013122352538630366, 0.015573510900139809, 0.0002042533305939287, 0.0004103833343833685, 0.054824426770210266, 0.03605878725647926, 3.3084059396060184e-05, 0.0012900005094707012, 0.00029262714087963104, 0.0004648338654078543, 0.0021247274708002806, 0.0013813728000968695, 0.001429723110049963, 0.0007449295371770859, 0.005709907505661249, 0.008556636050343513, 0.07855850458145142]",0
train_266.png,"[0.0005331400316208601, 5.165196489542723e-05, 0.0018602688796818256, 0.0028756812680512667, 0.009251885116100311, 0.0038571087643504143, 0.0024596182629466057, 0.00044575060019269586, 0.006581690162420273, 4.6187546104192734e-05, 0.000985139748081565, 0.0009747380390763283, 0.01247074082493782, 0.19755962491035461, 0.00025304965674877167, 0.0007298843120224774, 0.053725507110357285, 0.0015226132236421108, 0.004893388133496046, 0.3428913354873657, 0.047560807317495346, 2.548569318605587e-05, 0.0017044288106262684, 0.0004775740671902895, 0.0015775052597746253, 0.0007696239044889808, 0.003998930566012859, 0.0010321757290512323, 0.00048287014942616224, 0.006258893758058548, 0.01696287840604782, 0.013334766030311584]",1
train_267.png,"[0.0006461564917117357, 0.00020838298951275647, 0.010858499445021152, 0.00017099201795645058, 0.001032908447086811, 3.648337587947026e-05, 0.0006010844372212887, 6.293412297964096e-05, 0.00505797890946269, 0.0016169302398338914, 0.0008769553387537599, 0.0007350202649831772, 0.0002458585659042001, 0.051254794001579285, 0.00013615109492093325, 0.0011802322696894407, 0.007288090419024229, 0.0016189853195101023, 0.0027304531540721655, 0.2505201995372772, 0.011760292574763298, 2.1292453311616555e-07, 7.75773951318115e-05, 4.285633622203022e-05, 0.003035160945728421, 0.0013611059403046966, 0.04077082499861717, 0.0014693273697048426, 0.0010620616376399994, 0.32383352518081665, 0.0011881664395332336, 0.03056679666042328]",1
train_268.png,"[0.0013704430311918259, 0.0001340185262961313, 0.07372713834047318, 0.002792231971397996, 0.01345069520175457, 0.013044583611190319, 0.0004437454335857183, 0.0002112220972776413, 0.003373699961230159, 0.008590457029640675, 0.0011208637151867151, 0.003654052037745714, 0.006109430454671383, 0.11916209012269974, 0.00026284786872565746, 0.007581101264804602, 0.04141129180788994, 0.0003884310135617852, 0.00543533219024539, 0.30988752841949463, 0.0021076519042253494, 8.784067176748067e-05, 0.0007694751839153469, 0.0005654832348227501, 0.001821904326789081, 0.0008357573533430696, 0.017010927200317383, 0.0006179964984767139, 0.0002692537091206759, 0.0953180268406868, 0.1794024258852005, 0.029677201062440872]",1
train_269.png,"[0.00011531100608408451, 0.00015120093303266913, 0.0023807173129171133, 0.0009262755629606545, 0.0012385507579892874, 8.319474727613851e-05, 0.0010958032216876745, 0.0001655287342146039, 0.01777181774377823, 0.12842996418476105, 0.01857725717127323, 9.727873839437962e-05, 0.0010362910106778145, 0.07691679894924164, 6.572817801497877e-05, 0.0006496040150523186, 0.013712864369153976, 0.0011156103573739529, 0.00427466444671154, 0.17116975784301758, 0.00556420162320137, 1.7354643205180764e-05, 0.0008077939273789525, 0.00044802104821428657, 0.0031229958403855562, 0.0005557497497648001, 0.005253841634839773, 0.00022008345695212483, 0.0035423499066382647, 0.06037849187850952, 0.0035030944272875786, 0.011258093640208244]",0
train_27.png,"[0.0012953102122992277, 0.00028601399390026927, 0.0037261289544403553, 0.0043577831238508224, 0.005093913525342941, 0.002569340169429779, 0.0006704536499455571, 0.0006277665379457176, 0.024622051045298576, 2.9970979085192084e-05, 0.0002091060159727931, 0.00025353505043312907, 0.0011233710683882236, 0.0256720669567585, 0.00012216987670399249, 0.00033336132764816284, 0.01676066964864731, 0.00036007733433507383, 0.0015789053868502378, 0.0058236271142959595, 0.2288685142993927, 6.649229908362031e-05, 0.0010072297882288694, 8.104875450953841e-05, 0.0006913367542438209, 0.0017530310433357954, 0.00349532556720078, 0.0017054895870387554, 0.010902545414865017, 0.016751335933804512, 0.004966299515217543, 0.20366385579109192]",1
train_270.png,"[0.0036546052433550358, 0.0009413419757038355, 0.0009080562740564346, 0.0013757040724158287, 0.0018660840578377247, 0.00042779394425451756, 0.0015138010494410992, 0.00012575995060615242, 0.015427390113472939, 0.00010673351061996073, 0.0005063502467237413, 0.00016267201863229275, 0.008510746993124485, 0.0045757777988910675, 0.00019859672465827316, 0.00023291580146178603, 0.010878131724894047, 0.00016539086936973035, 0.00034072448033839464, 0.061043061316013336, 0.0014411285519599915, 1.372407132294029e-05, 0.0014338076580315828, 0.0002297907485626638, 0.0019449496176093817, 0.003048389218747616, 0.0007561775855720043, 0.002693766728043556, 0.0002901987172663212, 0.0008293548598885536, 0.001978098414838314, 0.03351712226867676]",1
train_271.png,"[0.000529887096490711, 3.328909951960668e-05, 0.0056875539012253284, 0.0006927635404281318, 0.004626454785466194, 0.00014336997992359102, 0.00030756203341297805, 0.00013248133473098278, 0.004551697988063097, 0.09672623127698898, 0.02413409948348999, 0.00016354600666090846, 0.003283558413386345, 0.3954804241657257, 3.473038668744266e-05, 0.0014610025100409985, 0.1161627396941185, 0.0003484527987893671, 0.0033089774660766125, 0.286647766828537, 0.05087507516145706, 0.0002697845920920372, 0.0016392595134675503, 0.002140294760465622, 0.0035964453127235174, 0.0022861568722873926, 0.009757076390087605, 0.0001692470395937562, 0.0003712244797497988, 0.13551385700702667, 0.007659371942281723, 0.23526522517204285]",1
train_272.png,"[0.007637995760887861, 0.00484881829470396, 0.0006307782605290413, 0.0047379145398736, 0.0038579844404011965, 0.0002386752748861909, 0.00010332081001251936, 0.0002309950505150482, 0.033347904682159424, 1.5642785001546144e-05, 0.00015673681627959013, 0.000346921879099682, 0.00014035217463970184, 0.01588999293744564, 0.00037187192356213927, 0.0008451928151771426, 0.0038715070113539696, 0.00031306222081184387, 0.005063939839601517, 0.08232185989618301, 0.005463555455207825, 3.18549427902326e-06, 0.00600741570815444, 0.00043787728645838797, 0.0005280206678435206, 0.002612622221931815, 0.0013686064630746841, 0.0011794548481702805, 0.0002957037650048733, 0.011028608307242393, 0.0019090608693659306, 0.05070805549621582]",1
train_273.png,"[0.00047230624477379024, 5.3002051572548226e-05, 0.0031198356300592422, 0.0025840583257377148, 0.00019146129488945007, 0.0015389358159154654, 0.00040080829057842493, 4.066636392963119e-06, 0.0016429172828793526, 0.002343066968023777, 0.0003472766256891191, 0.0003758869133889675, 0.004015780054032803, 0.022220879793167114, 0.00010626160656102002, 8.541319402866066e-05, 0.004552137106657028, 0.00014441076200455427, 0.002204357646405697, 0.06497770547866821, 0.004269205033779144, 4.078419806319289e-06, 0.00012660215725190938, 5.3755706176161766e-05, 0.0002029934839811176, 0.0017170851351693273, 0.0011057762894779444, 1.828224048949778e-05, 5.7707715313881636e-05, 0.0009489660151302814, 0.0009416751563549042, 0.060793325304985046]",1
train_274.png,"[0.00047770305536687374, 6.149693945189938e-05, 0.000681345583871007, 0.00909425038844347, 0.0041122036054730415, 0.0018172039417549968, 0.001526933629065752, 0.0005016789073124528, 0.003798734862357378, 0.00020963791757822037, 0.00017895596101880074, 0.0004930344875901937, 0.028937378898262978, 0.05854281038045883, 9.513940312899649e-06, 0.0003382226568646729, 0.0030624307692050934, 0.000368887820513919, 0.000527774915099144, 0.22284871339797974, 0.005565773695707321, 1.0542888048803434e-05, 6.824149750173092e-06, 0.00017858706996776164, 0.0014834452886134386, 0.0011963818687945604, 0.0011523335706442595, 0.00030090147629380226, 0.0017570499330759048, 0.005364176817238331, 0.01169154979288578, 0.2603047788143158]",1
train_275.png,"[0.002533199032768607, 0.00013468926772475243, 0.00557379936799407, 4.794797860085964e-06, 0.0013925895327702165, 2.6124180294573307e-05, 0.0010701160645112395, 0.0009804924484342337, 0.04783023148775101, 0.0006625353707931936, 0.00042886659502983093, 0.00012476064148359, 0.0016217075753957033, 0.003479834645986557, 0.00013179684174247086, 0.004800858441740274, 0.03703708201646805, 0.0004293794045224786, 0.008355741389095783, 0.10604790598154068, 0.14992845058441162, 3.149917029077187e-05, 0.0008632395183667541, 0.0001986378920264542, 0.0002790215949062258, 0.0006457847775891423, 0.011921796947717667, 0.0004971090238541365, 0.0053412229754030704, 0.03224389627575874, 0.00403581652790308, 0.07776369154453278]",1
train_276.png,"[0.00027746520936489105, 0.001075738575309515, 0.0016556273913010955, 0.0004351827083155513, 0.0024045200552791357, 0.0007796492427587509, 0.002590024145320058, 0.011115733534097672, 0.12643733620643616, 1.1989839549642056e-05, 0.0025187756400555372, 0.00023278873413801193, 0.0006494210101664066, 0.032275281846523285, 8.006532152649015e-05, 0.0010566224809736013, 0.04264849051833153, 0.00046867007040418684, 0.00014673214172944427, 0.01959969848394394, 0.18133226037025452, 3.9755061152391136e-05, 0.0007447127718478441, 3.5761971957981586e-05, 0.0006882210145704448, 0.011848644353449345, 0.4755525588989258, 0.001572970300912857, 0.017116069793701172, 0.034070029854774475, 0.002677556127309799, 0.007186375092715025]",1
train_278.png,"[0.00015533101395703852, 0.0003493780386634171, 0.013879505917429924, 7.139792433008552e-05, 0.0018716875929385424, 8.404251275351271e-05, 6.814980588387698e-05, 2.6513822376728058e-05, 0.01076684519648552, 0.0025925221852958202, 0.001175170298665762, 0.0003311848849989474, 0.0008074258221313357, 0.0686558336019516, 8.261951734311879e-06, 0.0012226920807734132, 0.005339481867849827, 0.03598141670227051, 0.025853460654616356, 0.10611850023269653, 0.013681056909263134, 1.62965170602547e-06, 5.1947368774563074e-05, 5.379885624279268e-05, 8.790502761257812e-06, 4.057638579979539e-05, 0.00044720462756231427, 0.0001689768978394568, 0.0008356727194041014, 0.001552090048789978, 0.0018367143347859383, 0.0136792017146945]",1
train_279.png,"[0.004237499553710222, 0.00945767667144537, 0.0009923388715833426, 0.0004881257191300392, 0.000641705235466361, 0.00024526851484552026, 0.0016591785242781043, 0.0008834601030685008, 0.02820575423538685, 0.00026993147912435234, 0.0019521383801475167, 0.000185704993782565, 0.004937731195241213, 0.05082419142127037, 0.00010280167043674737, 0.00012742099352180958, 0.03398500010371208, 0.000293902528937906, 0.0002870133030228317, 0.10456915199756622, 0.3821384608745575, 6.000260327709839e-06, 0.000453394022770226, 5.7703524362295866e-05, 0.0001294200192205608, 0.0011525517329573631, 0.0048352559097111225, 0.0017147678881883621, 0.01569509692490101, 0.0165496114641428, 0.0003610001876950264, 0.3440990447998047]",1
train_28.png,"[0.0007835227297618985, 0.0014715087600052357, 0.005219792481511831, 0.012828939594328403, 0.010401608422398567, 0.0017581895226612687, 0.0006877348059788346, 0.0008186170598492026, 0.03368239849805832, 0.00010873965220525861, 0.0004924111999571323, 0.00046167930122464895, 0.001376916654407978, 0.011190596036612988, 0.0011070814216509461, 0.0014269815292209387, 0.0002274680882692337, 0.00011273061682004482, 0.008117930963635445, 0.08436477184295654, 0.048273153603076935, 1.1857231584144756e-05, 0.004415636882185936, 9.080296149477363e-05, 0.0004138260264880955, 0.00407713558524847, 0.0009178376058116555, 0.0019084294326603413, 0.001340252230875194, 0.0137666966766119, 0.030403710901737213, 0.08099400997161865]",1
train_280.png,"[6.878655403852463e-05, 0.0016023189527913928, 0.0016054831212386489, 0.08283727616071701, 0.003757152706384659, 0.016594791784882545, 0.0018142478074878454, 7.09362793713808e-05, 0.023436523973941803, 0.00610495638102293, 0.019100826233625412, 0.0002283132344018668, 0.06498411297798157, 0.042116351425647736, 9.281892562285066e-05, 0.0024352828040719032, 0.0061382148414850235, 0.0004156801151111722, 0.0019448628881946206, 0.03954402357339859, 0.024155128747224808, 3.376914537511766e-05, 0.0026963436976075172, 0.001147738890722394, 0.20999467372894287, 0.0007272003567777574, 0.006315648090094328, 0.0014349693665280938, 0.0002962864236906171, 0.039131175726652145, 0.0020391829311847687, 0.017963498830795288]",0
train_281.png,"[0.0009313359623774886, 0.0005989068886265159, 0.00013769394718110561, 0.0029236290138214827, 0.0068510062992572784, 0.000442021555500105, 2.5658839149400592e-05, 1.8186881789006293e-05, 0.00035822857171297073, 0.0002601834712550044, 0.00014813814777880907, 3.986674710176885e-05, 0.0040214271284639835, 0.07097331434488297, 8.08018958196044e-05, 0.00029549829196184874, 0.002214169828221202, 4.954247560817748e-05, 2.6652123779058456e-05, 0.06033632904291153, 0.04463518410921097, 4.8858455556910485e-06, 0.0008086474845185876, 8.136653923429549e-05, 0.0001543988473713398, 0.00016351568046957254, 0.0017823153175413609, 0.00032221339643001556, 0.0001840623444877565, 0.027272537350654602, 0.0032132179476320744, 0.16787397861480713]",1
train_282.png,"[0.0004947550478391349, 4.385162174003199e-05, 0.0016971912700682878, 0.00016302522271871567, 0.009516684338450432, 5.223715561442077e-05, 2.0578561816364527e-05, 5.6157325161620975e-05, 0.013883925974369049, 0.0035732253454625607, 0.0012361709959805012, 5.67276292713359e-05, 0.002367149107158184, 0.1386278122663498, 8.056382648646832e-05, 0.000891893170773983, 0.01476496085524559, 5.296716699376702e-05, 0.0006627517286688089, 0.14724089205265045, 0.00905539095401764, 8.277720917249098e-05, 9.476346895098686e-05, 0.000132726039737463, 0.0008231477113440633, 0.00033088470809161663, 0.0014208138454705477, 0.00047704140888527036, 1.1773081496357918e-05, 0.011656524613499641, 8.971802890300751e-05, 0.28003382682800293]",1
train_283.png,"[0.004010848235338926, 0.0003440030850470066, 0.0005076306406408548, 0.000874652061611414, 0.0004303194582462311, 0.00042773119639605284, 0.0006073612603358924, 0.0002665710053406656, 0.0036764144897460938, 8.044096466619521e-05, 0.0005404791445471346, 0.0004103641549590975, 0.0004658014513552189, 0.09578852355480194, 2.328198024770245e-05, 0.00036827533040195704, 0.0024560876190662384, 4.611763870343566e-05, 0.0003203413216397166, 0.20476946234703064, 0.2156882882118225, 6.154608854558319e-06, 0.0006373801734298468, 3.607236430980265e-05, 0.00011196950799785554, 0.00018699525389820337, 0.005253525450825691, 0.00012848270125687122, 0.0034952014684677124, 0.03134986758232117, 0.004668509587645531, 0.10948091745376587]",1
train_284.png,"[6.452522939071059e-06, 3.829759225482121e-05, 0.0013102826196700335, 0.000314866891130805, 0.0009772852063179016, 6.0507245507324114e-05, 2.9823859222233295e-05, 0.00012311304453760386, 0.00013774260878562927, 5.582398807746358e-05, 5.099838017486036e-05, 0.00020136014791205525, 7.288786582648754e-05, 0.033333614468574524, 2.205066994065419e-05, 0.00014035101048648357, 0.003451115917414427, 3.796460077865049e-05, 0.00014615415420848876, 0.010240964591503143, 0.028781358152627945, 1.0877482054638676e-05, 0.0003191146533936262, 6.886126357130706e-06, 0.000505119445733726, 0.0004355119599495083, 0.00017990201013162732, 0.0003180697385687381, 0.00048566903569735587, 0.016343940049409866, 0.0032258727587759495, 0.0988621711730957]",1
train_285.png,"[0.00021423844737000763, 3.768873284570873e-05, 0.00038657779805362225, 0.00021554739214479923, 0.0024798873346298933, 3.176919562974945e-05, 8.016580977709964e-05, 8.735849405638874e-06, 0.0014956332743167877, 0.0003454661928117275, 5.849945591762662e-05, 0.00010115804616361856, 0.0007092892192304134, 0.016023926436901093, 2.1718245989177376e-05, 0.0003221569932065904, 0.0006905281916260719, 0.0020066299475729465, 0.0008759652264416218, 0.062073469161987305, 0.004305834881961346, 1.487426743551623e-06, 2.3754124413244426e-05, 3.914922126568854e-05, 0.0001203701103804633, 9.714887710288167e-05, 0.00045733057777397335, 7.905680104158819e-05, 0.0001682067522779107, 0.019709397107362747, 0.0035936785861849785, 0.012673232704401016]",1
train_286.png,"[0.00027232427964918315, 4.8130004870472476e-05, 0.00217989319935441, 0.00041685867472551763, 0.0003010840155184269, 5.475742000271566e-06, 2.9820488634868525e-05, 3.981010377174243e-05, 0.017198463901877403, 0.0012385724112391472, 0.0009911779779940844, 1.0147930879611522e-05, 0.00021403963910415769, 0.0166940800845623, 3.82118669222109e-05, 0.00023345346562564373, 0.00023529422469437122, 0.004783190321177244, 0.001641283743083477, 0.08725333213806152, 0.004883345682173967, 5.619102466880577e-06, 0.00013654585927724838, 0.0001626562443561852, 3.6025263398187235e-05, 0.00015733996406197548, 0.00045741445501334965, 0.00028987828409299254, 0.00028954114532098174, 0.008950954303145409, 0.0011698664166033268, 0.028980065137147903]",1
train_287.png,"[0.0033877212554216385, 0.000809509539976716, 0.002512427046895027, 0.005399095825850964, 0.004866397939622402, 0.0013145485427230597, 0.0003024433972314, 0.0007284312159754336, 0.2331540733575821, 0.0013595824129879475, 0.005688717123121023, 6.333272904157639e-05, 0.01200075726956129, 0.04391754791140556, 4.2699757614172995e-05, 0.01580069214105606, 0.03061121329665184, 0.0010938183404505253, 0.013050432316958904, 0.5059108734130859, 0.041011400520801544, 9.08116198843345e-05, 0.0015381807461380959, 0.0006051534437574446, 0.0016186663415282965, 0.0008734841831028461, 0.011514373123645782, 0.0025636283680796623, 0.003035725327208638, 0.07486066222190857, 0.004450617358088493, 0.024834461510181427]",1
train_288.png,"[0.0007770503871142864, 0.0011513051576912403, 0.0008368900744244456, 0.013227779418230057, 0.021503549069166183, 0.033163152635097504, 0.0006676032207906246, 0.006277243606746197, 0.05549527704715729, 0.0005913571221753955, 0.0041305869817733765, 8.607213385403156e-05, 0.018917789682745934, 0.04728245735168457, 0.00012163573410362005, 0.00022931210696697235, 0.008753988891839981, 0.00010397861478850245, 0.0006539218593388796, 0.14021261036396027, 0.023111432790756226, 9.527084330329672e-05, 0.006970521528273821, 0.0001133141340687871, 0.001190757961012423, 0.002442669589072466, 0.08241069316864014, 0.010545898228883743, 0.021889083087444305, 0.283840537071228, 0.007295513525605202, 0.10166928172111511]",1
train_289.png,"[0.0008267457596957684, 0.00035903576645068824, 0.0014544514706358314, 0.0024062027223408222, 0.00038564717397093773, 0.0008758653420954943, 0.000346346409060061, 0.0005176932318136096, 0.06085672974586487, 0.0005397144705057144, 0.0004678904078900814, 1.8538004951551557e-05, 0.007146301679313183, 0.34589290618896484, 4.940357757732272e-05, 0.00010540234507061541, 0.0010793078690767288, 0.00020243829931132495, 0.0022301250137388706, 0.03726474940776825, 0.010998040437698364, 5.826642882311717e-05, 0.0020936578512191772, 0.0003199150087311864, 0.0001452392025385052, 1.3146782293915749e-06, 0.0027102415915578604, 0.000769038510043174, 0.001848556101322174, 0.2021460086107254, 0.006207235623151064, 0.08392329514026642]",1
train_29.png,"[0.0018834779039025307, 0.002491735154762864, 0.0024837804958224297, 0.002288132905960083, 0.004439580719918013, 0.000478467030916363, 0.0010356497950851917, 0.0027971870731562376, 0.009697556495666504, 0.0016348347999155521, 0.0008075411897152662, 0.00039570045191794634, 0.0016761354636400938, 0.018793556839227676, 0.0003134285216219723, 0.0001907681580632925, 0.25821927189826965, 0.0006544126663357019, 0.019887499511241913, 0.14436811208724976, 0.17005084455013275, 2.4750981538090855e-05, 0.003590271109715104, 1.539842924103141e-05, 0.00032180544803850353, 0.0009876068215817213, 0.009139609523117542, 0.0005773187149316072, 0.006169311236590147, 0.03836692124605179, 0.0020594522356987, 0.2872978746891022]",1
train_290.png,"[0.009943004697561264, 0.009643403813242912, 0.0009574817959219217, 0.0020366404205560684, 7.280893623828888e-05, 0.00044748716754838824, 0.000641023158095777, 0.0010233878856524825, 0.08070157468318939, 0.0102262357249856, 0.0024455715902149677, 5.604725447483361e-05, 0.0047723688185215, 0.002287544310092926, 9.556577424518764e-06, 0.0004115886986255646, 0.01856684684753418, 7.689377525821328e-05, 0.0018991399556398392, 0.17370814085006714, 0.009657338261604309, 8.763304504100233e-05, 0.007039329502731562, 0.0010586418211460114, 0.005774391815066338, 0.0017685791244730353, 0.02943342737853527, 0.004493468441069126, 0.004457869566977024, 0.1210128664970398, 0.006376025266945362, 0.06178722530603409]",1
train_291.png,"[7.076337351463735e-05, 3.400979039724916e-05, 0.0030794397462159395, 0.0001080026850104332, 0.001319103641435504, 5.5283657275140285e-05, 0.00019972769950982183, 0.0033614831045269966, 0.012421034276485443, 0.0013655048096552491, 0.0011997988913208246, 0.0004645342123694718, 6.0880149248987436e-05, 0.018537644296884537, 0.00027434638468548656, 0.0020429561845958233, 0.09429618716239929, 0.024465547874569893, 0.0031173941679298878, 0.26016607880592346, 0.016281835734844208, 9.797986422199756e-08, 4.887128307018429e-05, 1.0544354154262692e-05, 3.5778597521129996e-05, 0.00017449824372306466, 1.4169199857860804e-05, 0.0004801222821697593, 0.0054330844432115555, 0.17449381947517395, 0.006185904145240784, 0.0029938386287540197]",1
train_292.png,"[0.0008248816011473536, 0.00022502895444631577, 0.0016914091538637877, 0.11625513434410095, 0.01670673117041588, 0.00565589452162385, 0.0005905331927351654, 0.0002151176886400208, 0.3594856262207031, 0.0019376366399228573, 0.0034311264753341675, 6.109400419518352e-05, 0.029070600867271423, 0.031148556619882584, 0.0002504655276425183, 0.0069330912083387375, 0.007749587297439575, 0.0008653402328491211, 0.002884856890887022, 0.1478351354598999, 0.02222362533211708, 6.754118658136576e-06, 4.877604078501463e-05, 2.2199106751941144e-05, 0.00016963038069661707, 0.0006157711613923311, 0.0009137060260400176, 0.0001800259342417121, 0.0008395267650485039, 0.00025638751685619354, 0.009552075527608395, 0.07902110368013382]",1
train_294.png,"[0.00021809228928759694, 6.400959682650864e-05, 0.0003575740847736597, 0.001362048671580851, 0.00016827392391860485, 9.81385528575629e-06, 2.373795723542571e-05, 5.875703936908394e-05, 0.009041262790560722, 0.001154598081484437, 0.0015785482246428728, 0.0004281441797502339, 0.0037648044526576996, 0.01658492162823677, 9.157208842225373e-05, 0.000430360552854836, 0.0031350674107670784, 0.0009567561792209744, 0.002164505422115326, 0.08829671144485474, 0.003712640143930912, 8.42818189994432e-06, 6.209038838278502e-05, 5.148773925611749e-05, 2.6862879167310894e-05, 1.7262413166463375e-05, 0.0010427329689264297, 0.0003966627991758287, 0.0006293881451711059, 0.028981231153011322, 0.004810819867998362, 0.02794068492949009]",0
train_295.png,"[3.4570693969726562e-06, 0.0012705429689958692, 0.003582400968298316, 0.0034010836388915777, 0.0028922297060489655, 3.409554483368993e-05, 0.00031766435131430626, 0.0011414189357310534, 0.13914012908935547, 0.0005342935328371823, 0.00414552865549922, 0.0003184536180924624, 0.005797374527901411, 0.020465495064854622, 0.0003033932007383555, 0.004229784943163395, 0.02081572636961937, 0.0009964576456695795, 0.004323575645685196, 0.028557948768138885, 0.036096688359975815, 4.581332905218005e-05, 0.0022900826297700405, 0.0006983542116358876, 0.0002359657664783299, 0.002759746741503477, 0.012906511314213276, 0.0053165205754339695, 0.0022385362535715103, 0.015106050297617912, 0.01428234577178955, 0.01792379654943943]",1
train_296.png,"[0.0012289800215512514, 9.823149594012648e-05, 0.008002106100320816, 4.156352952122688e-05, 0.0007871290436014533, 9.027442138176411e-05, 1.399307802785188e-05, 1.0321273293811828e-05, 0.006781850941479206, 2.0304520148783922e-05, 0.00022273315698839724, 7.923561497591436e-05, 0.0011481416877359152, 0.04091763123869896, 3.962927803513594e-05, 0.00025059524341486394, 0.00028230901807546616, 0.0014080097898840904, 0.01869635470211506, 0.1842673420906067, 0.03560934215784073, 2.4447772375424393e-06, 0.00016081506328191608, 6.77590724080801e-05, 6.678097997792065e-05, 0.00017057504737749696, 0.0004208403406664729, 0.00011040436220355332, 2.1732645109295845e-05, 0.024522388353943825, 0.014780614525079727, 0.11331577599048615]",1
train_297.png,"[0.008034924976527691, 0.0002560510765761137, 0.003112116362899542, 0.00040678982622921467, 0.0031580745708197355, 0.00022412845282815397, 0.0006358110113069415, 0.0007494856836274266, 0.24061042070388794, 0.006657912861555815, 0.04175066947937012, 2.158380812034011e-05, 0.0289912149310112, 0.0023606382310390472, 1.1204654583707452e-05, 0.00663571385666728, 0.06026739999651909, 0.0002479601535014808, 0.005392593797296286, 0.021407723426818848, 0.07035233825445175, 2.4682194634806365e-05, 0.001295898575335741, 0.00010461636702530086, 0.00018389130127616227, 0.0011355368187651038, 0.004296339116990566, 0.0003420598804950714, 0.0005432302132248878, 0.01418420858681202, 0.008629437536001205, 0.011642444878816605]",1
train_298.png,"[0.004334717057645321, 0.0016615161439403892, 0.0017516068182885647, 0.0026969772297888994, 0.003081216709688306, 0.001091976067982614, 0.002781703369691968, 0.0008189095533452928, 0.13280634582042694, 0.0006384761654771864, 0.005249109119176865, 5.3163181291893125e-05, 0.010538156144320965, 0.016775647178292274, 0.00017505405412521213, 0.0027249441482126713, 0.055424824357032776, 0.00027611450059339404, 0.0011764673981815577, 0.1321585774421692, 0.1474190205335617, 4.2833904444705695e-05, 0.0009197080507874489, 0.00017194866086356342, 0.0020585230085998774, 0.0007669141050428152, 0.0076615409925580025, 0.002612203825265169, 0.01772097684442997, 0.5885066390037537, 0.007233624346554279, 0.02568380907177925]",1
train_299.png,"[0.00165275065228343, 0.0008173957467079163, 0.011036896146833897, 0.0019343181047588587, 0.0002333677839487791, 0.000649105291813612, 0.0001658701803535223, 0.0009530926472507417, 0.0939294695854187, 0.0004926963010802865, 0.0035613407380878925, 0.0008111321367323399, 0.0019558481872081757, 0.0035660192370414734, 0.00010160746751353145, 0.0020102611742913723, 0.08115983754396439, 0.02400274947285652, 0.00045739393681287766, 0.11078225076198578, 0.017559021711349487, 5.943791620666161e-06, 0.0003669300931505859, 6.342706910800189e-05, 0.0002620484447106719, 0.0006487945793196559, 0.0005881832912564278, 0.0012071530800312757, 0.0023028787691146135, 0.0045848423615098, 0.014146320521831512, 0.05359970033168793]",1
train_3.png,"[0.0032493320759385824, 0.012405501678586006, 0.001767138484865427, 0.02256825938820839, 0.0014994870871305466, 0.0018331698374822736, 0.0004045994719490409, 0.0008776335744187236, 0.05405247583985329, 0.0005207000067457557, 0.002308483934029937, 0.00010359400766901672, 0.010817786678671837, 0.0667763501405716, 0.00014957830717321485, 0.0007352037355303764, 0.01165233738720417, 0.00016948438133113086, 0.0027964108157902956, 0.13751399517059326, 0.1772594153881073, 1.4370583812706172e-05, 0.0006331979529932141, 0.0005532404757104814, 0.0030335267074406147, 0.001182897132821381, 0.004143679980188608, 0.009061742573976517, 0.0027713181916624308, 0.020992128178477287, 0.005231553688645363, 0.42065364122390747]",1
train_30.png,"[0.006400140933692455, 0.00043068977538496256, 0.00465386500582099, 0.0036431830376386642, 0.004646260291337967, 0.0033537542913109064, 0.005194052588194609, 0.00019713910296559334, 0.00961835402995348, 0.0005096793174743652, 0.0016098718624562025, 4.499664646573365e-05, 0.013387897051870823, 0.022125089541077614, 0.00019935224554501474, 0.0012990038376301527, 0.0210582185536623, 0.00020436852355487645, 0.0036607689689844847, 0.14222130179405212, 0.11414819955825806, 0.0001736137201078236, 0.0019480680348351598, 0.00204462674446404, 0.007442342583090067, 0.0007003568462096155, 0.010667001828551292, 0.0005019801901653409, 0.00023666676133871078, 0.20715884864330292, 0.011680347844958305, 0.316186785697937]",1
